title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
"Senior Machine Learning Engineer, Ad Performance",Launch Potato,"Pittsburgh, Allegheny County",190000.0,"WHO ARE WE? Launch Potato is a profitable digital media company that reaches over 30M monthly visitors through brands such as FinanceBuzz , All About Cookies , and OnlyInYourState . As The Discovery and Conversion Company, our mission is to connect consumers with the world’s leading brands through data-driven content and technology. Headquartered in South Florida with a remote-first team spanning over 15 countries, we’ve built a high-growth, high-performance culture where speed, ownership, and …",https://www.adzuna.com/details/5439418791?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
Senior Engineering Safety Manager,Motional,"Pittsburgh, Allegheny County",183058.2,"Motional’s Pittsburgh office is located in the new Hazelwood Green development, a culmination of the city’s goal of restoring an economic driver to the neighborhood in a thoughtful, inclusive, and sustainable way. With views along the Monongahela river, the Pittsburgh office is in the heart of this new state of the art development. Mission Summary: The Senior Engineering Safety Manager defines, steers, and ensures robust technical safety cases for our autonomous driving systems while working cr…",https://www.adzuna.com/details/5439319552?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
"Senior ML Engineer, Ad Performance",Launch Potato,"Pittsburgh, Allegheny County",190000.0,"WHO ARE WE? Launch Potato is a profitable digital media company that reaches over 30M monthly visitors through brands such as FinanceBuzz , All About Cookies , and OnlyInYourState . As The Discovery and Conversion Company, our mission is to connect consumers with the world’s leading brands through data-driven content and technology. Headquartered in South Florida with a remote-first team spanning over 15 countries, we’ve built a high-growth, high-performance culture where speed, ownership, and …",https://www.adzuna.com/details/5438831639?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
"Senior AI Architect, IT",UPMC,"Pittsburgh, Allegheny County",134443.7,"Purpose: The Senior AI Architect position requires a high degree of technical expertise in at least 2 relevant domains such as AI solution development, data science, security, cloud, integrations, Healthcare IT or similar. As a Senior AI Architect, you will be challenged with aligning the AI strategy with the business strategy of multiple projects and/or department initiatives. You will lead the creation of best practices, policies, procedures, and other applicable AI documentation. You will co…",https://www.adzuna.com/details/5437686963?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,['data science']
Procurement Data Product Manager,ThermoFisher Scientific,"Pittsburgh, Allegheny County",129121.97,"Work Schedule Standard (Mon-Fri) Environmental Conditions Office Job Description We are seeking a Procurement Data Product Manager to join our Automation, AI, & Data organization as part of the Data Product Solutions team. In this role, you will play a critical part in enabling data-driven decision-making across diverse functional areas. By applying your expertise in data analytics, cloud technologies, and enterprise systems, you will generate impactful insights and help shape strategies that i…",https://www.adzuna.com/details/5437686625?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
Technology Consulting - Managed Services - Salesforce & Digital Applications - Senior Manager,EY,"Pittsburgh, Allegheny County",221824.3,"Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. Technology Consulting - Managed Services  Salesforce & Digital Applications - Senior Manager As a Senior Manager in EY's Managed Services team focused on Salesforce and Digital Applications, you will lead the delivery of large-scale digi…",https://www.adzuna.com/details/5437685738?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,['go']
"Agentic AI, AI & Data Specialist Leader",Deloitte,"Pittsburgh, Allegheny County",143017.16,"Join our AI & Engineering team in transforming technology platforms, driving innovation, and helping make a significant impact on our clients' success. You'll work alongside talented professionals reimagining and re-engineering operations and processes that are critical to businesses. Your contributions can help clients improve financial performance, accelerate new digital ventures, and fuel growth through innovation. AI & Engineering leverages cutting-edge engineering capabilities to build, de…",https://www.adzuna.com/details/5437681240?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
FinanceAI Manager,Deloitte,"Pittsburgh, Allegheny County",197074.03,"Join our Finance Transformation team to help unlock financial performance and enterprise value. We serve as trusted advisors to CFOs, COOs, CIOs, and other key executives, providing strategic advice, implementing solutions, and delivering as-a-service offerings. Our focus is on enhancing finance, shared services, and real estate operations, while supporting enterprise-wide decision-making. Recruiting for this role ends on 12/1/2025 Role Responsibilities As a Manager, you will lead and deliver s…",https://www.adzuna.com/details/5437681121?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
Life Sciences Industry Expert - Supply Chain and Manufacturing Data and AI Consultant,Accenture,"Pittsburgh, Allegheny County",144896.89,"In Strategy & Consulting we work with C-suite executives, leaders and boards of the world's leading organizations, helping them reinvent every part of their enterprise to drive greater growth, enhance competitiveness, implement operational improvements, reduce cost, deliver sustainable 360° stakeholder value, and set a new performance frontier for themselves and the industry in which they operate. Our deep industry and functional expertise is supported by proprietary assets and solutions that h…",https://www.adzuna.com/details/5435898278?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,[]
AI Engineer,Free Market Health,"Pittsburgh, Allegheny County",123312.72,"Founded in 2019 and headquartered in Pittsburgh, PA, Free Market Health supports forward-thinking payers and specialty pharmacies of all sizes who need to operate in a complex and opaque market. We empower all stakeholders to optimize r esources and maximize opportunities while focusing on the most important stakeholder of all: the patient. About the role We are seeking a highly skilled and motivated AI Engineer to join our growing team. As an AI Engineer, you will be responsible for designing,…",https://www.adzuna.com/details/5432425013?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,['r']
Lead AI Engineer,Free Market Health,"Pittsburgh, Allegheny County",155497.03,"Founded in 2019 and headquartered in Pittsburgh, PA, Free Market Health supports forward-thinking payers and specialty pharmacies of all sizes who need to operate in a complex and opaque market. We empower all stakeholders to optimize r esources and maximize opportunities while focusing on the most important stakeholder of all: the patient. Overview We are looking for a hands-on and visionary Lead AI Engineer to drive the development, deployment, and scaling of AI capabilities across our platfo…",https://www.adzuna.com/details/5432425007?utm_medium=api&utm_source=a6e23083,N/A,15-1251,AI/ML,['r']
