title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Sr.Java Developer,CGI,"Pittsburgh, Allegheny County",93950.0,"Position Description: This position requires someone to be in a hybrid office work setting in Pittsburgh, PA, Cleveland, OH, Dallas, TX. We're looking for someone with a strong background in Java, Spring Boot, and cloud-based architectures, who enjoys building innovative backend solutions and thrives in a collaborative, problem-solving environment. Your future duties and responsibilities: . Design, maintain and implementation of API, microservices and backend components . Work with API develope…",https://www.adzuna.com/details/5437468542?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,"['java', 'spring']"
"Java Developer - Local to Pittsburgh, Cleveland, or Dallas",CGI,"Pittsburgh, Allegheny County",89500.0,"Position Description: This position is located in our Pittsburgh, PA, Strongsville, OH or Dallas, TX office with work performed at our client site in Pittsburgh or Strongsville or Dallas; however, a hybrid working model is acceptable. CGI is looking for an experienced Java Developer to join our Applications Development and Maintenance team, supporting our client which is a large US bank, working in an advanced technology environment. Your future duties and responsibilities: o Responsible for de…",https://www.adzuna.com/details/5437408313?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['java']
Senior Sales Manager - Mass Transit (Mid-Atlantic USA),Hitachi,"Pittsburgh, Allegheny County",148911.58,"Location: (STS)RemoteWorker-Pittsburgh, PA Job ID: R0096948 Date Posted: 2025-08-06 Company Name: HITACHI RAIL STS USA, INC. Profession (Job Category): Sales, Marketing & Product Management Job Schedule: Full time Remote: Yes About Us A career at Hitachi Rail will help create a legacy. With operations in every corner of the world, our work goes to the cutting-edge of digital transformation and technology. From the multi-cultural strength of our global organisation to the sustainable and innovat…",https://www.adzuna.com/details/5437070998?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer (Python/API/SQL/Microservices),PNC Bank,"Pittsburgh, Allegheny County",74953.68,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineer within PNC's Technology organization, you will be based in Pittsburgh, PA. The position is primarily bas…",https://www.adzuna.com/details/5437066213?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Sales Development Representative - Sherpa,"Innovation Works, Inc.","Pittsburgh, Allegheny County",73434.79,"Job Description Job Description About You You want to play a key role in helping a growing, award-winning software company by leading the sales team and department initiatives. You are a strategic thinker with great ideas and an entrepreneurial spirit that is constantly looking to improve themselves and their workplace. You have hands-on experience with supporting sales and/or marketing teams. You are excited about creating a successful Sales prospecting program and improving current processes.…",https://www.adzuna.com/details/5436819425?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Tax Staff Accountant,Louis Plung & Company,"Pittsburgh, Allegheny County",49528.51,"Job Description Job Description Description: Why Join Us? Louis Plung & Company (LPC) is a growth-minded firm focused on results through collaboration between staff and clients. We offer our staff challenging work and plenty of opportunity for growth and development through our career paths. We continue to adopt new software and digital platforms to keep on top of technology changes and improve efficiency. If you are looking for a forward-thinking company where your voice will be heard, your co…",https://www.adzuna.com/details/5436819400?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Software Engineer,Hospitality Innovations,"Pittsburgh, Allegheny County",119029.9,"Job Description Job Description Hospitality Innovations is solutions company bringing technology advancements to the hospitality industry. We are seeking people willing to make a real difference in a young company and have a hand in shaping how the hospitality industry operates in the future. We are building a leading technology platform and want people who value creativity, agency, integrity, and simplicity in finding solutions to complex problems. Ideally, you’re an experienced software engin…",https://www.adzuna.com/land/ad/5436802762?se=lHLYAmSk8BGGz-i-DD1n5Q&utm_medium=api&utm_source=a6e23083&v=1949B7C86656B484AB5BA016C3138633E3AACC83,N/A,15-1252,Software Developer,[]
"Travel MRI Technologist - $3,016 per week",Genie Healthcare,"Bloomfield, Allegheny County",78416.0,"Genie Healthcare is seeking a travel MRI Technologist for a travel job in Pittsburgh, Pennsylvania. Job Description & Requirements Specialty: MRI Technologist Discipline: Allied Health Professional Start Date: 11/03/2025 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Genie Healthcare is looking for a Radiology/Imaging to work in MRI Tech for a 13 weeks travel assignment located in Pittsburg, PA for the Shift (4x10 Days-Please verify shift details with recruit…",https://www.adzuna.com/land/ad/5436711317?se=lHLYAmSk8BGGz-i-DD1n5Q&utm_medium=api&utm_source=a6e23083&v=DFD6BC5F19CC7F7A4BC3EC6EC0F9920E7B4A7D81,N/A,15-1252,Software Developer,[]
Software Engineer Lead (ETL/DevOps/Agile),PNC Financial Services Group,"Pittsburgh, Allegheny County",86950.77,"Job Description Job Profile Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineer Lead within PNC’s C&IB organization, you will be based either in Pittsburgh,…",https://www.adzuna.com/land/ad/5436701399?se=lHLYAmSk8BGGz-i-DD1n5Q&utm_medium=api&utm_source=a6e23083&v=9E41CC63CAF6F793DAA9F6F278B2BFFECB6D88C5,N/A,15-1252,Software Developer,[]
"Staff Engineer, Electromechanical Design",Bayer,"Pittsburgh, Allegheny County",150471.33,"At Bayer we’re visionaries, driven to solve the world’s toughest challenges and striving for a world where 'Health for all Hunger for none’ is no longer a dream, but a real possibility. We’re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining ‘impossible’. There are so many reasons to join us. If you’re hungry to build a varied and meaningful career in a community of b…",https://www.adzuna.com/details/5436653597?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
ServiceNow Engineer Sr,System One,"Bloomfield, Allegheny County",176656.19,"We have below mentioned ServiceNow role, if interested please share your resume ariz.khan@systemone.com . Comments Position Title: Technology Engineer Sr - Contractor Position Location: Pittsburgh, PA Provide locations/flexible work by preference: In order of preference: Pittsburgh, PA Dallas, TX Strongsville, OH Birmingham, AL Phoenix, AZ Ability to work remote: Hybrid - 3 days in office, 2 remote REQUIRED Acceptable time zone(s): EST preferred Days of the week: Monday-Friday Working Hours (Fl…",https://www.adzuna.com/land/ad/5436616448?se=lHLYAmSk8BGGz-i-DD1n5Q&utm_medium=api&utm_source=a6e23083&v=7A58A64E73DC0DCAF81BF37FCA021B638DC5242A,N/A,15-1252,Software Developer,[]
Business System Analyst (Reg FT),Community College of Allegheny County,"Pittsburgh, Allegheny County",64751.36,"*Business System Analyst (Reg FT)* *Position Title:* Business System Analyst (Reg FT) *Department:* Information Technology Svcs *Campus*: Office of College Services *Additional Information:* This position will remain open until filled. However, to ensure consideration for an interview, please submit your completed application, cover letter, and resume by no later than October 17, 2025. The College cannot guarantee that application materials received after this date will be considered or reviewe…",https://www.adzuna.com/land/ad/5436572225?se=lHLYAmSk8BGGz-i-DD1n5Q&utm_medium=api&utm_source=a6e23083&v=F39CBDC1173A9C074F1A6F749EEDAB78B2B6AAF5,N/A,15-1252,Software Developer,[]
DevSecOps Platform Engineer,Lockheed Martin,"Bloomfield, Allegheny County",136477.3,"Job ID: 695375BR Date posted: Sep. 25, 2025 Description: DevSecOps Platform Engineer WHAT WE'RE DOING Nuclear Planning / Command and Control Mission Applications for USSTRATCOM Lockheed Martin provides essential mission capabilities to United States Strategic Command (USSTRATCOM) which is responsible for the Nation's strategic (nuclear) deterrence / mission. Our systems ensure adversaries are deterred and the nuclear mission plan is always current. THE WORK In this important role you will: • De…",https://www.adzuna.com/details/5436553599?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Android Developer,Robert Half,"Pittsburgh, Allegheny County",121153.08,"Description We are seeking an Android Engineer Contractor to assist in developing cutting-edge mobile applications for a prestigious, international portfolio of major retail clients. This role offers the opportunity to work with a passionate team committed to solving complex problems, implementing sophisticated design solutions, and delivering high-quality apps. The project duration is from late November through early February. Key Responsibilities: Develop and contribute to native Android tool…",https://www.adzuna.com/details/5435921133?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
API Developer - Microservices,"CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",153181.2,"API Developer - Microservices Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-2198 Employment Type: Full Time Position Description: This position is located in our client offices in either Pittsburgh, PA, Cleveland, OH, Miamisburg, OH, Phoenix, AZ, Birmingham, AL, or Dallas, TX. Position Description Love technology? We do too. We're growing rapidly and are looking for API Developers for various projects. You'll be pivotal in …",https://www.adzuna.com/details/5435920686?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Sr.Java Developer,"CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",125927.5,"Sr.Java Developer Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-1637 Employment Type: Full Time Position Description: This position requires someone to be in a hybrid office work setting in Pittsburgh, PA, Cleveland, OH, Dallas, TX. We're looking for someone with a strong background in Java, Spring Boot, and cloud-based architectures, who enjoys building innovative backend solutions and thrives in a collaborative, problem-s…",https://www.adzuna.com/details/5435920668?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,"['java', 'spring']"
Sr. Solution Architect - Core Payments Processing,estaffing Inc,"Munhall, Allegheny County",140882.36,"Job Title- Sr. Solution Architect - Core Payments Processing Duration: 9 Months (initial budget through July 2026) potential for conversion if candidate/banking end client are mutually interested Client Location: Pittsburgh, PA Travel Requirements Light travel required; approximately 4 6 days/month to Pittsburgh location Architects will meet with bank teams in person every 2 3 weeks , typically for 2 3 days per visit . Travel is billable and expensed per the bank's travel policy (preferred hote…",https://www.adzuna.com/details/5435918388?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Lead (Java/SpringBoot/MongoDB/MicroServices),PNC,"Pittsburgh, Allegheny County",96427.73,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's C&IB organization, you will be based either in Pittsburgh, PA or Dallas, TX. The posit…",https://www.adzuna.com/details/5435917723?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Lead (Python/Hadoop),PNC,"Pittsburgh, Allegheny County",99602.41,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's Technology organization, you will be based in Pittsburgh, Cleveland, Dallas or Birming…",https://www.adzuna.com/details/5435917731?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Software Engineer - Systems Monitoring - Java,PNC,"Pittsburgh, Allegheny County",82302.3,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Business Analytics Lead within PNC's Retail Lending organization, you will be based in Strongsville, OH, Pittsburgh, PA, D…",https://www.adzuna.com/details/5435917712?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Release Manager,PNC,"Pittsburgh, Allegheny County",96299.26,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Release Manager within PNC's Technology organization, you will be based in Pittsburgh, PA, Cleveland, OH, Birmingham, AL or D…",https://www.adzuna.com/details/5435917739?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Lead (ETL/DevOps/Agile),PNC,"Pittsburgh, Allegheny County",89513.81,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's C&IB organization, you will be based either in Pittsburgh, PA or Dallas, TX. The posit…",https://www.adzuna.com/details/5435917741?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer (Python),PNC,"Pittsburgh, Allegheny County",84748.12,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer within PNC's Technology organization, you will be based in Pittsburgh, Cleveland, Birmingham or Dallas. …",https://www.adzuna.com/details/5435917738?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Data Engineer Sr,PNC,"Pittsburgh, Allegheny County",93124.21,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Data Engineer Sr within PNC's Technology organization, you will be based in Pittsburgh. This position is primarily based i…",https://www.adzuna.com/details/5435917740?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Strategy & Planning Specialist,PNC,"Pittsburgh, Allegheny County",80067.29,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Senior Strategy and Planning Specialist within PNC's Technology Strategy organization, you will be based in Pittsburgh, PA…",https://www.adzuna.com/details/5435917718?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Strategy & Planning Specialist,PNC,"Pittsburgh, Allegheny County",71379.37,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Strategy and Planning Specialist within PNC's Technology Strategy organization, you will be based in Pittsburgh, PA, Stron…",https://www.adzuna.com/details/5435917717?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Senior- API Testing & Automation,PNC,"Pittsburgh, Allegheny County",75635.62,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Senior within PNC's Technology organization, you will be based in Pittsburgh, PA, Cleveland, OH or Dallas, …",https://www.adzuna.com/details/5435917732?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Release Manager,PNC,"Pittsburgh, Allegheny County",101786.13,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Release Manager PNC's Technology - Retail Run the Bank organization, you will be based in Pittsburgh, PA, Strongsville, OH…",https://www.adzuna.com/details/5435917735?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Software Engineer - ETL (Informatica & SSIS) / SQL Server / Oracle,PNC,"Pittsburgh, Allegheny County",93421.22,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Sr within PNC's AMG Technology organization, you will be based in Pittsburgh, PA, Strongsville, OH, Dall…",https://www.adzuna.com/details/5435917455?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Data Engineer Senior - Data and Automation (Oracle, Python, Hadoop, SQL, Unix/Linux)",PNC,"Pittsburgh, Allegheny County",113325.19,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Data Engineer Senior within PNC's Data and Automation organization, you will be based in Pittsburgh-PA or Strongsville-OH.…",https://www.adzuna.com/details/5435917151?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Staff Engineer, Electromechanical Design",Bayer,"Pittsburgh, Allegheny County",141523.61,"At Bayer we're visionaries, driven to solve the world's toughest challenges and striving for a world where 'Health for all Hunger for none' is no longer a dream, but a real possibility. We're doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining 'impossible'. There are so many reasons to join us. If you're hungry to build a varied and meaningful career in a community of b…",https://www.adzuna.com/details/5435899077?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Electrical Estimator (Pittsburgh),Highland Consulting Group,"Bloomfield, Allegheny County",141144.73,"Estimator Electrical About Us: Highland Consulting Group is a national executive search firm specializing in recruiting top-tier construction talent. With over 75 years of industry experience, we pride ourselves on placing the right professionals in the right roles for our clients, ensuring long-term success for both candidates and employers. Position Overview: We are working with a large Industrial Electrical contractor in the Pittsburgh, PA area to find an experienced Electrical Estimator. Ou…",https://www.adzuna.com/details/5435895548?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
C++ Developer (Pittsburgh),"StarsHR, Inc.","Bloomfield, Allegheny County",89382.02,"C2C STAFFING VENDORS PLEASE NOTE: Terms of our contract with this client do not allow us to use candidates sourced from third-parties. Please do not waste your time nor ours by contacting us about this job. StarsHR has the following long-term contract opportunity available with our client in Greater Pittsburgh. C++ SDK Software Developer We are seeking a candidate with a minimum of 5 years of experience developing reusable, robust UI components using C++. Successful candidates will have a prove…",https://www.adzuna.com/details/5435893067?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Site Reliability Engineer,Duolingo for Schools,"Pittsburgh, Allegheny County",238850.0,"Our mission at Duolingo is to develop the best education in the world and make it universally available. It’s a big mission, and that’s where you come in! At Duolingo, you’ll join a team that cares about finding innovative solutions to complex technical problems, running countless experiments (300 at a time!) with our massive user base to make data-driven decisions, and educating our users and employees alike. You’ll have limitless learning opportunities, mentorship and collaboration with world…",https://www.adzuna.com/details/5435845253?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Flutter Software Engineer / Mobile Developer,Branding Brand,"Pittsburgh, Allegheny County",161983.03,"Job Description Job Description Salary: $70,000 - $120,000 Flutter Software Engineer / Mobile Developer Branding Brand is searching for US-based Software Engineers to help create mobile apps and sites for an international portfolio of high-profile brands in retail, healthcare and hospitality. Ideal candidates are skilled in Dart and Flutter, with real-world experience in building robust mobile applications. Responsibilities: Work with senior developers and architects to produce world-class mobi…",https://www.adzuna.com/details/5435789858?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['dart']
Avionics Software Engineer (DO178),Near Earth Autonomy,"Pittsburgh, Allegheny County",156581.72,"Job Description Job Description Avionics Software Engineer (DO178) Company Overview At Near Earth Autonomy, we are building the future of flight! Near Earth Autonomy develops autonomous flight systems. Through our partnerships with the world’s largest aerospace companies, our systems enable aerial logistics and inspection applications. Our dedicated and enthusiastic team has developed safe flight technology that works on vehicles from small drones to helicopters. We believe in a future where au…",https://www.adzuna.com/land/ad/5435725784?se=lHLYAmSk8BGGz-i-DD1n5Q&utm_medium=api&utm_source=a6e23083&v=FDB0F025038376E178FA79678663A1D9FB0B495E,N/A,15-1252,Software Developer,[]
Manager of Application Development & Support - Hyperion,First National Bank Of Pennsylvania,"Pittsburgh, Allegheny County",125126.62,"Primary Office Location: 626 Washington Place. Pittsburgh, Pennsylvania. 15219. Join our team. Make a difference - for us and for your future. Please note: This position is based in Pittsburgh at our Financial Center. Candidates must be local or willing to relocate to the area. It is not available for remote work The Manager of Application Development and Support is responsible for the ongoing support and enhancement of Hyperion Applications, Hyperion Server Infrastructure, SAS (Statistical Ana…",https://www.adzuna.com/details/5435697548?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Lead-1,PNC Bank,"Pittsburgh, Allegheny County",75969.31,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineer Axiom/GRC within PNC's Technology organization, you will be based in Pittsburgh PA PNC will not provide …",https://www.adzuna.com/details/5435676560?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Release Train Engineer,First National Bank Of Pennsylvania,"Pittsburgh, Allegheny County",94509.82,"Primary Office Location: 30 Isabella Street. Pittsburgh, Pennsylvania. 15212. Join our team. Make a difference - for us and for your future. Please note: This is position is based in Pittsburgh, PA. Candidates must be local to the area or willing to relocate to Western PA. This position is not eligible for remote work Responsibilities The Release Train Engineer (RTE) will act as a servant leader Facilitates work for the Agile Release Train (ART) and is responsible for program execution, softwar…",https://www.adzuna.com/details/5435656824?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Research Associate (Kangas Lab) - CBD - School of Computer Science,Carnegie Mellon University,"Pittsburgh, Allegheny County",105987.59,"Carnegie Mellon University is a private, global research university that challenges the curious and hardworking to deliver work that matters. Our extraordinary institution has distinctive areas of excellence and a culture marked by ambition and a deep, practical engagement with challenges facing society. We continue to produce talented alumni and draw faculty and staff eager to be a part of the university’s creative, dedicated and close-knit community. We place emphasis on practical problem sol…",https://www.adzuna.com/details/5435648554?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Technical Lead,Carnegie Mellon University,"Pittsburgh, Allegheny County",150627.11,"What We Do: The SEI helps advance software engineering principles and practices and serves as a national resource in software engineering and computer security. The SEI works closely with academia, defense and government organizations, and industry to continually improve software-intensive systems. Our core purpose is to help organizations improve software engineering capabilities and develop or acquire the right software that is defect free, within budget and on time, every time. Are you creat…",https://www.adzuna.com/details/5435645899?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Business Systems Architect - Master Data Management,First National Bank Of Pennsylvania,"Pittsburgh, Allegheny County",119950.99,"Primary Office Location: 626 Washington Place. Pittsburgh, Pennsylvania. 15219. Join our team. Make a difference - for us and for your future. Basic Requirements: The MDM Business Systems Architect will work in the Enterprise Data Management and Governance organizations Master Data Management and Data Quality team. They will be responsible analyzing and translating business requirements into functional specifications related to Customer Data Hub, Employe/Location Hub, Branch, and Reference Data…",https://www.adzuna.com/details/5435642652?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Lead Application Developer,First National Bank Of Pennsylvania,"Pittsburgh, Allegheny County",107752.9,"Primary Office Location: 30 Isabella Street. Pittsburgh, Pennsylvania. 15212. Join our team. Make a difference - for us and for your future. FNB is looking for a Lead Developer to assist with data-driven applications. The Lead Developer will design ETL flows and mentor other developers on ETL Development. The lead will also assist with designing Data Marts and other Analytics Products. Skills Required : ETL, Python, SQL server, database design Preferred : Business intelligence, data warehouse d…",https://www.adzuna.com/details/5435618642?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,"['python', 'sql']"
Sr. Software Engineer: Manufacturing Execution Systems (MES),PSI Metals North America Inc.,"Pittsburgh, Allegheny County",92119.45,"Develop software that optimizes operations for steel industry manufacturing facilities. Design specifications for software components in areas such as ERP Integration, Order Dressing, Production, Quality, and Logistics. Write, test, and maintain high-quality code and make configurations for company modules, ensuring compliance with the company best practices. Design and implement integration solutions between company software and other enterprise systems, such as ERP, L2 Automation, Transport, …",https://www.adzuna.com/details/5435615707?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Sr. Software Engineer: Manufacturing Execution Systems (MES) (197154),"Placement Services USA, Inc.","Pittsburgh, Allegheny County",108025.46,"Develop software that optimizes operations for steel industry manufacturing facilities. Design specifications for software components in areas such as ERP Integration, Order Dressing, Production, Quality, and Logistics. Write, test, and maintain high-quality code and make configurations for company modules, ensuring compliance with the company best practices. Design and implement integration solutions between company software and other enterprise systems, such as ERP, L2 Automation, Transport, …",https://www.adzuna.com/details/5435614981?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Avionics Software Engineer (DO178),Near Earth Autonomy,"Pittsburgh, Allegheny County",148428.39,"Avionics Software Engineer (DO178) Company Overview At Near Earth Autonomy, we are building the future of flight! Near Earth Autonomy develops autonomous flight systems. Through our partnerships with the world’s largest aerospace companies, our systems enable aerial logistics and inspection applications. Our dedicated and enthusiastic team has developed safe flight technology that works on vehicles from small drones to helicopters. We believe in a future where autonomous flight is commonplace a…",https://www.adzuna.com/details/5435546400?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Manager of Application Development and Support,First National Bank Of Pennsylvania,"Pittsburgh, Allegheny County",90440.45,"Primary Office Location: 626 Washington Place. Pittsburgh, Pennsylvania. 15219. Join our team. Make a difference - for us and for your future.  Please note: This position is based on-site at the FNB Financial Center in Pittsburgh, PA. Candidates must be local or willing to relocate to the area. The Manager of Application Development will be responsible for the ongoing support, enhancement, and maintenance of risk and compliance applications, as well as overseeing application infrastructure, pro…",https://www.adzuna.com/details/5435389429?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Lead Hyperion Developer,First National Bank Of Pennsylvania,"Pittsburgh, Allegheny County",142470.45,"Primary Office Location: 626 Washington Place. Pittsburgh, Pennsylvania. 15219. Join our team. Make a difference - for us and for your future. Please note: this position is based on-site at the FNB Financial Center in Pittsburgh, PA. Candidates must be local or willing to relocate. Hyperion Application developer is responsible for the ongoing support, EPM upgrade and enhancement of Hyperion applications. 5 plus years of experience in the financial services industry is preferred Experience in up…",https://www.adzuna.com/details/5435361663?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Development Engineer in Test - SDET,Govini,"Arsenal, Allegheny County",100069.99,"Company Description Govini transforms Defense Acquisition from an outdated manual process to a software-driven strategic advantage for the United States. Our flagship product, Ark, supports Supply Chain, Science and Technology, Production, Sustainment, Logistics, and Modernization teams with AI-enabled Applications and best-in-class data to more rapidly imagine, develop, and field the capabilities we need. Today, the national security community and every branch of the military rely on Govini to…",https://www.adzuna.com/details/5435185010?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Sr Data Engineer,Techstra Solutions,"Pittsburgh, Allegheny County",126825.38,"Summary: The main function of a data engineer is to develop and implement data solutions for data platforms. Job Responsibilities: • Coordinate the collection, normalization and analysis of datasets across multiple data platforms. • Assist in designing and building data service infrastructure across multiple data platforms. • Work with analytics teams to ensure functionality in data systems. • Participate in the development of and implementation of data solutions for multiple applications to en…",https://www.adzuna.com/details/5434742098?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Network Account Engineer,"HDJ & Associates, Inc.","Pittsburgh, Allegheny County",58575.58,"Technical Services - Customer Perform & manage projects for servers, networks, cloud infrastructure & more Engage with client as the “voice of the customer” Design, install, troubleshoot, & maintain on-site and cloud infrastructure, network, server equipment, & other hardware & software Communicate with clients to resolve problems, design infrastructure, assist with growth planning, and provide best practice analysis Ensure client IT Security management with security team Work with Customer Suc…",https://www.adzuna.com/details/5434476621?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
