title,occupation_code,occupation_family,occupation_family_id,state,state_code,description,skills,technology_skills,education_level,salary_median,job_growth,work_activities,work_context,knowledge_areas,abilities,work_styles,tasks,tools_used,work_values,pa_cities_mentioned,pa_industries_mentioned,url
"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,Personal Care and Service,39,Pennsylvania,PA,"Provide beauty services, such as cutting, coloring, and styling hair, and massaging and treating scalp. May shampoo hair, apply makeup, dress wigs, remove hair, and provide nail and skincare services.",[],"['R', 'Go', 'Rust', 'React', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$16.95,,"['Update and maintain customer information records, such as beauty services provided.Related occupations', ""Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.Related occupations"", 'Operate cash registers to receive payments from patrons.Related occupations', 'Order, display, and maintain supplies.Related occupations', 'Develop new styles and techniques.Related occupations', 'Train or supervise other hairstylists, hairdressers, and assistants.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-5012.00
"Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,Personal Care and Service,39,Pennsylvania,PA,"Sample of reported job titles:Athletic Equipment Manager, Coat Check Attendant, Coat Checker, Coat Room Attendant, Fitting Room Attendant, Ladies Locker Room Attendant, Locker Room Attendant, Spa Attendant",[],"['R', 'Go', 'React', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$16.73,,"['Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms.', 'Provide towels and sheets to clients in public baths, steam rooms, and restrooms.Related occupations', ""Monitor patrons' facility use to ensure that rules and regulations are followed, and safety and order are maintained.Related occupations"", 'Maintain a lost-and-found collection.Related occupations', 'Operate washing machines and dryers to clean soiled apparel and towels.Related occupations', 'Maintain inventories of clothing or uniforms, accessories, equipment, or linens.Related occupations', 'Provide assistance to patrons by performing duties such as opening doors or carrying bags.Related occupations', 'Operate controls that regulate temperatures or room environments.Related occupations', 'Provide or arrange for services such as clothes pressing, cleaning, or repair.Related occupations', 'Maintain or repair athletic equipment.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-3093.00
"Makeup Artists, Theatrical and Performance",39-5091.00,Personal Care and Service,39,Pennsylvania,PA,"Sample of reported job titles:Commercial Makeup Artist (Commercial MUA), Hair and Makeup Designer, Makeup Artist (MUA), Prosthetic Makeup Designer, Special Effects Makeup Artist (Special Effects MUA), Special Makeup Effects Artist, TV and Film Makeup Artist (Television and Film Makeup Artist)",[],"['R', 'Go', 'Rust', 'React', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$24.17,,"[""Analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.Related occupations"", 'Alter or maintain makeup during productions as necessary to compensate for lighting changes or to achieve continuity of effect.Related occupations', 'Attach prostheses to performers and apply makeup to create special features or effects, such as scars, aging, or illness.Related occupations', 'Provide performers with makeup removal assistance after performances have been completed.Related occupations', ""Design rubber or plastic prostheses that can be used to change performers' appearances.Related occupations"", 'Create character drawings or models, based upon independent research, to augment period production files.Related occupations', 'Demonstrate products to clients, and provide instruction in makeup application.Related occupations', 'Customer relationship management CRM softwareRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-5091.00
Manicurists and Pedicurists,39-5092.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$16.66,,"['Maintain supply inventories and records of client services.Related occupations', ""Decorate clients' nails by piercing or attaching ornaments or designs.Related occupations"", 'Customer relationship management CRM software— Customer information databasesRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Maintain client information or service records.Related occupations', 'Maintain supply or equipment inventories.Related occupations', 'Provide medical or cosmetic advice for clients.Related occupations', 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations', ""Independence— Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"", 'Achievement/Effort— Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-5092.00
"Morticians, Undertakers, and Funeral Arrangers",39-4031.00,Personal Care and Service,39,Pennsylvania,PA,"Sample of reported job titles:Funeral Arrangement Director, Funeral Arranger, Funeral Counselor, Funeral Director, Funeral Family Service Assistant, Funeral Location Manager, Funeral Prearrangement Counselor, Licensed Funeral Director, Licensed Mortician, Mortician",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



73%





 




 responded: 
Associate’s degree required





15%





 




 responded: 
High school diploma or equivalent requiredmore info






11%





 




 responded: 
Bachelor’s degree required



back to top


Worker Characteristics
Abilities

 5 ofAll 15 displayed (Show allShow top 5)


Oral Expression — The ability to communicate information and ideas in speaking so others will understand",$23.94,,"['Provide information on funeral service options, products, or merchandise, and maintain a casket display area.Related occupations', 'Maintain financial records, order merchandise, or prepare accounts.Related occupations', 'Provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or flowers.Related occupations', 'Manage funeral home operations, including the hiring, training, or supervision of embalmers, funeral attendants, or other staff.Related occupations', 'Customer relationship management CRM software— Salesforce softwareRelated occupations', 'Data base user interface and query software— Belmar & Associates Mortware; Custom Data Systems Sterling Management Software; HMIS Advantage; Twin Tier Technologies MIMS;1 moreRelated occupations', 'Project management software— FuneralKioskRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/39-4031.00
Motion Picture Projectionists,39-3021.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Git', 'Excel', 'Perl']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



61%





 




 responded: 
High school diploma or equivalent requiredmore info






20%





 




 responded: 
Less than high school diploma required





10%





 




 responded: 
Bachelor’s degree required



back to top


Worker Characteristics
Abilities

 5 ofAll 17 displayed (Show allShow top 5)


Far Vision — The ability to see details at a distance",$18.35,,"['Set up and operate motion picture projection and related sound reproduction equipment.', 'Operate equipment to show films in a number of theaters simultaneously.Related occupations', 'Computer aided design CAD software— Autodesk AutoCADRelated occupations', 'Controlling Machines and Processes— Using either control mechanisms or direct physical activity to operate machines or processes (not including computers or vehicles).Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Operate audio-visual equipment.Related occupations', 'Mechanical— Knowledge of machines and tools, including their designs, uses, repair, and maintenance.Related occupations', ""Independence— Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"", 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations', 'Achievement/Effort— Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-3021.00
Nannies,39-9011.01,Personal Care and Service,39,Pennsylvania,PA,"Care for children in private households and provide support and expertise to parents in satisfying children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation.",[],"['R', 'Go', 'React', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$15.41,,"['Sample of reported job titles:Family Assistant, Family Manager, Governess, House Manager, Household Manager, Nanny, Special Needs Nanny, Travel Nanny', 'Remove hazards and develop appropriate boundaries and rules to create a safe environment for children.Related occupations', 'Instruct and assist children in the development of health and personal habits, such as eating, resting, and toilet behavior.Related occupations', 'Teach and perform age-appropriate activities, such as lap play, reading, and arts and crafts, to encourage intellectual development of children.Related occupations', 'Model appropriate social behaviors and encourage concern for others to cultivate development of interpersonal relationships and communication skills.Related occupations', 'Assign appropriate chores and praise targeted behaviors to encourage development of self-control, self-confidence, and responsibility.Related occupations', ""Observe children's behavior for irregularities, take temperature, transport children to doctor, or administer medications, as directed, to maintain children's health.Related occupations"", 'Work with parents to develop and implement discipline programs to promote desirable child behavior.Related occupations', ""Meet regularly with parents to discuss children's activities and development.Related occupations"", 'Supervise and assist with homework.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Transportation']",https://www.onetonline.org/link/summary/39-9011.01
"Personal Care and Service Workers, All Other",39-9099.00,Personal Care and Service,39,Pennsylvania,PA,,[],"['R', 'Go']","SummaryDetails
More

Custom


Custom

Contents





Occupation-Specific Information
Overview

Experience Requirements
Training & Credentials 


Workforce Characteristics
Wages & EmploymentJob Openings 






Experience Requirements
Training & Credentials
 State training



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



Local training


ZIP Code

Go



Certifications


    Find certifications nationwide
    



State licenses



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



back to top


Workforce Characteristics
Wages & Employment Trends
 Median wages (2024)
$18",$18.22,,[],[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology']",https://www.onetonline.org/link/summary/39-9099.00
Recreation Workers,39-9032.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$17.01,,"['Enforce rules and regulations of recreational facilities to maintain discipline and ensure safety.Related occupations', 'Manage the daily operations of recreational facilities.Related occupations', 'Complete and maintain time and attendance forms and inventory lists.Related occupations', 'Supervise and coordinate the work activities of personnel, such as training staff members and assigning work duties.Related occupations', 'Confer with management to discuss and resolve participant complaints.Related occupations', 'Oversee the purchase, planning, design, construction, and upkeep of recreation facilities and areas.Related occupations', 'Encourage participants to develop their own activities and leadership skills through group discussions.Related occupations', 'Provide for entertainment and set up related decorations and equipment.Related occupations', 'Develop treatment goals for individuals based on their assessments.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-9032.00
Residential Advisors,39-9041.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Perl']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



50%





 




 responded: 
Some college, no degree requiredmore info






31%





 




 responded: 
Bachelor’s degree required





7%





 




 responded: 
Less than high school diploma required



back to top


Worker Characteristics
Abilities

 5 ofAll 13 displayed (Show allShow top 5)


Oral Comprehension — The ability to listen to and understand information and ideas presented through spoken words and sentences",$18.84,,"['Supervise, train, and evaluate residence hall staff, including resident assistants, participants in work-study programs, and other student workers.Related occupations', 'Provide emergency first aid and summon medical assistance when necessary.Related occupations', 'Collaborate with counselors to develop counseling programs that address the needs of individual students.Related occupations', 'Develop and coordinate educational programs for residents.Related occupations', 'Develop program plans for individuals or assist in plan development.Related occupations', ""Provide requested information on students' progress and the development of case plans.Related occupations"", ""Supervise students' housekeeping work to ensure that it is done properly.Related occupations"", 'Accompany and supervise students during meals.Related occupations', 'Supervise the activities of housekeeping personnel.Related occupations', 'Provide transportation or escort for expeditions, such as shopping trips or visits to doctors or dentists.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/39-9041.00
Shampooers,39-5093.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$15.13,,"['Maintain treatment records.Related occupations', 'Inventory management software— Inventory tracking softwareRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Provide medical or cosmetic advice for clients.Related occupations', 'Maintain client information or service records.Related occupations', 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations', 'Achievement/Effort— Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations', ""Independence— Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"", 'Innovation— Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-5093.00
Skincare Specialists,39-5094.00,Personal Care and Service,39,Pennsylvania,PA,Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists.,[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Perl']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$19.98,,"[""Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists."", 'Keep records of client needs and preferences and the services provided.Related occupations', 'Treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.Related occupations', 'Provide facial and body massages.Related occupations', 'Collaborate with plastic surgeons and dermatologists to provide patients with preoperative and postoperative skin care.Related occupations', 'Data base user interface and query software— Spa management softwareRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Providing Consultation and Advice to Others— Providing guidance and expert advice to management or other groups on technical, systems-, or process-related topics.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Healthcare', 'Education', 'Technology', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/39-5094.00
Tour Guides and Escorts,39-7011.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



31%





 




 responded: 
Associate’s degree required





30%





 




 responded: 
Bachelor’s degree required





22%





 




 responded: 
High school diploma or equivalent requiredmore info




back to top


Worker Characteristics
Abilities

 5 ofAll 8 displayed (Show allShow top 5)


Oral Expression — The ability to communicate information and ideas in speaking so others will understand",$17.63,,"['Provide directions and other pertinent information to visitors.Related occupations', 'Provide for physical safety of groups, performing such activities as providing first aid or directing emergency evacuations.Related occupations', 'Provide information about wildlife varieties and habitats, as well as any relevant regulations, such as those pertaining to hunting and fishing.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Provide attraction or event information to patrons.Related occupations', 'Gather information in order to provide services to clients.Related occupations', 'Provide patrons with directions to locales or attractions.Related occupations', ""Time Management— Managing one's own time and the time of others.Related occupations"", 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/39-7011.00
Travel Guides,39-7012.00,Personal Care and Service,39,Pennsylvania,PA,"Sample of reported job titles:Cruise Counselor, Guide, Naturalist Guide, Tour Coordinator, Tour Escort, Tour Manager, Tour Operations Specialist, Tour Operator, Travel Consultant, Whitewater Rafting Guide",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Tableau', 'Excel', 'SQL']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$17.63,,"['Provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency.Related occupations', 'Customer relationship management CRM software— Customer information databasesRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Developing Objectives and Strategies— Establishing long-range objectives and specifying the strategies and actions to achieve them.Related occupations', 'Developing and Building Teams— Encouraging and building mutual trust, respect, and cooperation among team members.Related occupations', 'Provide attraction or event information to patrons.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/39-7012.00
"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,Personal Care and Service,39,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel']","Sample of reported job titles:
Docent, Lobby Attendant, Ticket Attendant, Ticket Taker, Usher, Visitor Services Assistant, Visitor Services Associate, Visitor Services Representative, Visitor Services Specialist

SummaryDetails
More

Custom
Easy Read
Veterans
Español


CustomEasy ReadVeteransEspañol 




            See the easy-read overview for Ushers, Lobby Attendants, & Ticket Takers at My Next Move
          



          You will be leaving O*NET OnLine to visit our sister site My Next Move",$14.98,,"[""Provide assistance with patrons' special needs, such as helping those with wheelchairs.Related occupations"", 'Guide patrons to exits or provide other instructions or assistance in case of emergency.Related occupations', 'Maintain order and ensure adherence to safety rules.Related occupations', 'Operate refreshment stands during intermission or obtain refreshments for press box patrons during performances.Related occupations', 'Manage inventory or sale of artist merchandise.Related occupations', 'Manage informational kiosks or displays of event signs or posters.Related occupations', 'Schedule or manage staff, such as volunteer usher corps.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Provide attraction or event information to patrons.Related occupations', 'Maintain supply or equipment inventories.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/39-3031.00
Advertising Sales Agents,41-3011.00,Sales and Related,41,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$29.55,,"['Maintain assigned account bases while developing new accounts.Related occupations', 'Provide clients with estimates of the costs of advertising products or services.Related occupations', 'Inform customers of available options for advertisement artwork, and provide samples.Related occupations', 'Consult with company officials, sales departments, and advertising agencies to develop promotional plans.Related occupations', 'Calendar and scheduling software— Contact management softwareRelated occupations', 'Customer relationship management CRM software— Salesforce softwareRelated occupations', 'Desktop publishing software— Adobe InDesign; Microsoft Publisher; QuarkXPressRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Manufacturing', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/41-3011.00
Cashiers,41-2011.00,Sales and Related,41,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel']","Related occupations





Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks",$14.99,,"[""Answer customers' questions, and provide information on procedures or policies.Related occupations"", 'Maintain clean and orderly checkout areas, and complete other general cleaning duties, such as mopping floors and emptying trash cans.Related occupations', 'Compile and maintain non-monetary reports and records.Related occupations', 'Supervise others and provide on-the-job training.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Maintain records of sales or other business transactions.Related occupations', 'Answer telephones to direct calls or provide information.Related occupations', 'Provide customers with general information or assistance.Related occupations', 'Supervise sales or support personnel.Related occupations', 'Self-Control— Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/41-2011.00
Counter and Rental Clerks,41-2021.00,Sales and Related,41,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



56%





 




 responded: 
High school diploma or equivalent requiredmore info






20%





 




 responded: 
Bachelor’s degree required





13%





 




 responded: 
Some college, no degree requiredmore info




back to top


Worker Characteristics
Abilities

 5 ofAll 10 displayed (Show allShow top 5)


Oral Comprehension — The ability to listen to and understand information and ideas presented through spoken words and sentences",$18.53,,"['Provide information about rental items, such as availability, operation, or description.Related occupations', 'Answer telephones to provide information and receive orders.Related occupations', 'Recommend and provide advice on a wide variety of products and services.Related occupations', 'Inventory management software— Inventory management systemsRelated occupations', 'Documenting/Recording Information— Entering, transcribing, recording, storing, or maintaining information in written or electronic/magnetic form.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Maintain records of sales or other business transactions.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Manufacturing', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/41-2021.00
